from_node_id,to_node_id,volume,travel_time
898,11089,765.73,1.17
899,11090,738.99,1.17
900,11091,865.8,1.17
901,11092,634.9,1.17
902,11093,610.58,1.17
903,11094,718.7,1.17
904,11095,579.28,1.17
905,11096,485.24,1.17
906,11097,665.23,1.17
907,11098,731.35,1.17
908,11099,1360.39,1.17
909,11100,496.66,1.17
910,11101,1059.11,1.17
911,11102,854.83,1.17
912,11103,1726.06,1.17
913,11104,826.66,1.17
914,11105,1054.88,1.17
915,11106,1652.05,1.17
916,11107,819.36,1.17
917,11108,623.55,1.17
918,11109,1914.4,1.17
919,11110,208.09,1.17
920,11111,497.34,1.17
921,11112,345.6,1.17
922,11113,480.79,1.17
923,11114,316.61,1.17
924,11115,213.49,1.17
925,11116,247.54,1.17
926,11117,491.02,1.17
927,11118,740.19,1.17
928,11119,757.7,1.17
929,11120,761.58,1.17
930,11121,479.72,1.17
931,11122,901.5,1.17
932,11123,377.17,1.17
933,11124,948.9,1.17
934,11125,814.52,1.17
935,11126,595.33,1.17
936,11127,789.51,1.17
937,11128,712.33,1.17
938,11129,378.73,1.17
939,11130,535.05,1.17
940,11131,972.66,1.17
941,11132,492.1,1.17
942,11133,947.68,1.17
943,11134,449.56,1.17
944,11135,659.38,1.17
945,11136,517.88,1.17
946,11137,803.95,1.17
947,11138,439.73,1.17
948,11139,772.85,1.17
949,11140,278.98,1.17
950,11141,621.95,1.17
951,11142,856.61,1.17
952,11143,598.38,1.17
953,11144,889.68,1.17
954,11145,563.25,1.17
955,11146,798.46,1.17
956,11147,415.0,1.17
957,11148,362.19,1.17
958,11149,446.65,1.17
959,11150,468.9,1.17
960,11151,558.87,1.17
961,11152,406.61,1.17
962,11042,405.32,1.17
963,11043,252.26,1.17
964,11044,816.61,1.17
965,7077,76.25,1.17
966,2257,0.0,1.17
967,11785,366.41,1.17
968,11787,91.39,1.17
969,11154,1964.74,1.17
970,11155,2337.87,1.17
971,11153,288.92,1.17
972,11786,264.16,1.17
973,11156,955.49,1.17
974,9786,423.8,1.17
975,11157,576.14,1.17
976,9789,435.59,1.17
977,12349,135.49,1.17
978,6344,427.89,1.17
979,9787,865.05,1.17
980,9788,793.67,1.17
981,6345,540.92,1.17
982,11159,2098.27,1.17
983,3939,590.81,1.17
984,10282,667.29,1.17
985,11161,1780.38,1.17
986,9776,791.98,1.17
987,6362,539.61,1.17
988,11162,49.66,1.17
989,11163,357.95,1.17
990,11164,1256.08,1.17
991,11165,499.9,1.17
992,11166,384.95,1.17
993,11167,327.23,1.17
994,11168,346.64,1.17
995,11169,318.24,1.17
996,11170,614.66,1.17
997,11171,516.05,1.17
998,11172,665.93,1.17
999,11173,191.38,1.17
1000,11174,268.08,1.17
1001,11175,803.71,1.17
1002,11176,1031.85,1.17
1003,11177,755.76,1.17
1004,11178,619.72,1.17
1005,11179,481.82,1.17
1006,11180,456.07,1.17
1007,11181,450.59,1.17
1008,11182,608.92,1.17
1009,11183,981.71,1.17
1010,11184,703.46,1.17
1011,11185,343.55,1.17
1012,11186,669.97,1.17
1013,11187,1660.35,1.17
1014,11188,1136.62,1.17
1015,11788,507.88,1.17
1016,11790,804.95,1.17
1017,11791,1099.79,1.17
1018,11793,252.18,1.17
1019,11200,2358.43,1.17
1020,11198,1057.07,1.17
1021,11789,855.35,1.17
1022,11199,1024.74,1.17
1023,11792,690.67,1.17
1024,11201,2639.84,1.17
1025,11202,2318.44,1.17
1026,11203,2677.0,1.17
1027,11204,2677.46,1.17
1028,11205,785.56,1.17
1029,11206,2652.33,1.17
1030,11207,15.73,1.17
1031,11208,829.54,1.17
1032,11209,1233.17,1.17
1033,11210,106.95,1.17
1034,11211,268.59,1.17
1035,11212,1473.67,1.17
1036,11213,727.09,1.17
1037,11214,657.97,1.17
1038,11215,999.06,1.17
1039,11216,243.31,1.17
1040,11217,2017.48,1.17
1041,11218,1019.73,1.17
1042,11219,0.19,1.17
1043,11220,888.13,1.17
1044,11221,629.15,1.17
1045,11222,188.89,1.17
